	target_1	target_2	interface	energy	time
14850	2riqA	1t2kC	2ykpAB	-21.766	2023-08-04 20:14:50
14851	7tbhA	2lp1A	2otkEF	-13.437	2023-08-04 20:14:11
14852	2lxsA	2lp1A	1zllAB	-17.68	2023-08-04 20:14:11
14853	2llmA	4n4fA	3pcqBM	-8.622	2023-08-04 20:13:57
14854	2llmA	5i8bA	3pcqBM	-9.243	2023-08-04 20:13:57
14855	2llmA	6es5B	2ozbBE	-9.406	2023-08-04 20:13:57
14856	2llmA	7tb3A	1dowAB	-11.156	2023-08-04 20:13:57
14857	2llmA	7tb3A	1lj2AB	-17.548	2023-08-04 20:13:57
14858	2llmA	7tb3A	2oieCD	-9.267	2023-08-04 20:13:57
14859	2llmA	7tb3A	2spcAB	-6.472	2023-08-04 20:13:57
14860	2llmA	7tb3A	3e08FG	-24.134	2023-08-04 20:13:57
14861	2llmA	7tb3A	3e40AB	-22.93	2023-08-04 20:13:57
14862	2llmA	7tb3A	3ezqAC	-11.46	2023-08-04 20:13:57
14863	2llmA	7tb3A	3k1pAB	-10.712	2023-08-04 20:13:57
14864	2llmA	7tb3A	3kqgAB	-21.023	2023-08-04 20:13:57
14865	2llmA	7tb3A	3n95AC	-16.405	2023-08-04 20:13:57
14866	2llmA	7tb3A	3txqDG	-15.126	2023-08-04 20:13:57
14867	2llmA	7tbhA	1dowAB	-9.895	2023-08-04 20:13:57
14868	2llmA	7tbhA	1vp7EF	-15.897	2023-08-04 20:13:57
14869	2llmA	7tbhA	2spcAB	-8.072	2023-08-04 20:13:57
14870	2llmA	7tbhA	3e08FG	-25.028	2023-08-04 20:13:57
14871	2llmA	7tbhA	3e40AB	-19.267	2023-08-04 20:13:57
14872	2llmA	7tbhA	3ezqAC	-11.149	2023-08-04 20:13:57
14873	2llmA	7tbhA	3h6pBC	-17.131	2023-08-04 20:13:57
14874	2llmA	7tbhA	3k1pAB	-16.438	2023-08-04 20:13:57
14875	2llmA	7tbhA	3kqgAB	-14.58	2023-08-04 20:13:57
14876	2llmA	7tbhA	3mayEF	-7.577	2023-08-04 20:13:57
14877	2llmA	7tbhA	3txqDG	-19.844	2023-08-04 20:13:57
14878	6es5B	2llmA	2jcdAB	-6.094	2023-08-04 20:13:57
14879	6es5B	2llmA	3fflBD	-10.572	2023-08-04 20:13:57
14880	6es5B	2llmA	3mq1AB	-12.751	2023-08-04 20:13:57
14881	7tbhA	2llmA	1jy3OP	-19.366	2023-08-04 20:13:57
14882	7tbhA	2llmA	1xouAB	-23.573	2023-08-04 20:13:57
14883	7tbhA	2llmA	1z6oBK	-15.397	2023-08-04 20:13:57
14884	7tbhA	2llmA	1zvmAD	-18.774	2023-08-04 20:13:57
14885	7tbhA	2llmA	2c5jAB	-19.205	2023-08-04 20:13:57
14886	7tbhA	2llmA	2jcdAB	-10.507	2023-08-04 20:13:57
14887	7tbhA	2llmA	2oieCD	-9.853	2023-08-04 20:13:57
14888	7tbhA	2llmA	2oszAB	-15.857	2023-08-04 20:13:57
14889	7tbhA	2llmA	3e40AB	-17.253	2023-08-04 20:13:57
14890	7tbhA	2llmA	3fflBD	-11.019	2023-08-04 20:13:57
14891	7tbhA	2llmA	3k6cAB	-16.833	2023-08-04 20:13:57
14892	7tbhA	2llmA	3te8AB	-22.215	2023-08-04 20:13:57
14893	7tb3A	2llmA	1jy3OP	-17.126	2023-08-04 20:13:57
14894	7tb3A	2llmA	1xouAB	-17.261	2023-08-04 20:13:57
14895	7tb3A	2llmA	2jcdAB	-8.771	2023-08-04 20:13:57
14896	7tb3A	2llmA	2oieCD	-16.911	2023-08-04 20:13:57
14897	7tb3A	2llmA	2rdcAB	-9.549	2023-08-04 20:13:57
14898	7tb3A	2llmA	3fflBD	-13.009	2023-08-04 20:13:57
14899	7tb3A	2llmA	3te8AB	-22.762	2023-08-04 20:13:57
14900	7x5eB	3oduA	1fvfAB	-17.859	2023-08-04 20:13:02
14901	7x5eB	3oduA	2hapCD	-21.665	2023-08-04 20:13:02
14902	7x5eB	3oduA	2jaaAB	-11.822	2023-08-04 20:13:02
14903	7x5eB	3oduA	2p1iBC	-25.906	2023-08-04 20:13:02
14904	7x5eB	3oduA	2pqqAD	-16.847	2023-08-04 20:13:02
14905	7x5eB	3oduA	3k6cBC	-18.944	2023-08-04 20:13:02
14906	7x5eB	3oduB	1avoKL	-12.026	2023-08-04 20:13:02
14907	7x5eB	3oduB	2eulAB	-15.726	2023-08-04 20:13:02
14908	7x5eB	3oduB	2p1iBC	-13.633	2023-08-04 20:13:02
14909	7x5eB	3oduB	2w2uAB	-12.887	2023-08-04 20:13:02
14910	7x5eB	3oduB	2x7xAB	-11.917	2023-08-04 20:13:02
14911	7x5eB	3oduB	3a7oCD	-7.858	2023-08-04 20:13:02
14912	7x5eB	3oduB	3gk0FG	-15.015	2023-08-04 20:13:02
14913	7x5eB	3oduB	3hlsFG	-10.26	2023-08-04 20:13:02
14914	7x5eB	3oe0A	2ehwAB	-13.62	2023-08-04 20:13:02
14915	7x5eB	3oe0A	2zbbAB	-12.652	2023-08-04 20:13:02
14916	7x5eB	3oe8A	3k6cBC	-15.585	2023-08-04 20:13:02
14917	7x5eB	3oe8B	3hlsFG	-17.284	2023-08-04 20:13:02
14918	7x5eB	3oe8B	3k6cBC	-8.363	2023-08-04 20:13:02
14919	7x5eB	3oe8C	1htmDF	-27.717	2023-08-04 20:13:02
14920	7x5eB	3oe8C	2ejqAB	-22.96	2023-08-04 20:13:02
14921	7x5eB	3oe8C	2r5uDE	-13.228	2023-08-04 20:13:02
14922	7x5eB	3oe8C	3fx0AB	-14.249	2023-08-04 20:13:02
14923	7x5eB	4rwsA	2eulAB	-13.464	2023-08-04 20:13:02
14924	7x5eB	4rwsA	2eulCD	-11.896	2023-08-04 20:13:02
14925	7x5eB	4rwsA	2p1iBC	-5.461	2023-08-04 20:13:02
14926	7x5eB	4rwsA	3fb2AB	-19.518	2023-08-04 20:13:02
14927	7x5fF	3oduA	1fvfAB	-14.191	2023-08-04 20:13:02
14928	7x5fF	3oduA	1m7lBC	-14.615	2023-08-04 20:13:02
14929	7x5fF	3oduA	2hapCD	-33.543	2023-08-04 20:13:02
14930	7x5fF	3oduA	3c62CD	-9.505	2023-08-04 20:13:02
14931	7x5fF	3oduA	3k6cBC	-7.989	2023-08-04 20:13:02
14932	7x5fF	3oduA	3kawGH	-16.898	2023-08-04 20:13:02
14933	7x5fF	3oduB	2eulAB	-12.465	2023-08-04 20:13:02
14934	7x5fF	3oduB	2w2uAB	-13.451	2023-08-04 20:13:02
14935	7x5fF	3oduB	3c62CD	-15.789	2023-08-04 20:13:02
14936	7x5fF	3oduB	3hlsFG	-10.62	2023-08-04 20:13:02
14937	7x5fF	3oduB	3swfAB	-20.858	2023-08-04 20:13:02
14938	7x5fF	3oe0A	1ec5BC	-16.911	2023-08-04 20:13:02
14939	7x5fF	3oe0A	2zbbAB	-12.031	2023-08-04 20:13:02
14940	7x5fF	3oe0A	3c62CD	-10.112	2023-08-04 20:13:02
14941	7x5fF	3oe0A	3evyAB	-8.107	2023-08-04 20:13:02
14942	7x5fF	3oe8A	3c62CD	-17.44	2023-08-04 20:13:02
14943	7x5fF	3oe8A	3k6cBC	-11.609	2023-08-04 20:13:02
14944	7x5fF	3oe8A	3o40AB	-19.319	2023-08-04 20:13:02
14945	7x5fF	3oe8B	2ejqAB	-12.501	2023-08-04 20:13:02
14946	7x5fF	3oe8B	3c62CD	-11.152	2023-08-04 20:13:02
14947	7x5fF	3oe8B	3k6cBC	-7.845	2023-08-04 20:13:02
14948	7x5fF	3oe8B	3o40AB	-18.571	2023-08-04 20:13:02
14949	7x5fF	3oe8C	1htmDF	-6.732	2023-08-04 20:13:02
14950	7x5fF	3oe8C	1m7lBC	-16.979	2023-08-04 20:13:02
14951	7x5fF	3oe8C	3c62CD	-10.388	2023-08-04 20:13:02
14952	7x5fF	4rwsA	1ec5BC	-15.055	2023-08-04 20:13:02
14953	7x5fF	4rwsA	2etnAC	-7.064	2023-08-04 20:13:02
14954	7x5fF	4rwsA	2eulAB	-14.311	2023-08-04 20:13:02
14955	7x5fF	4rwsA	2eulCD	-12.089	2023-08-04 20:13:02
14956	1t2kC	1ba4A	2g3kDE	-13.838	2023-08-04 20:13:02
14957	1t2kC	1ba4A	2p9lDF	-14.747	2023-08-04 20:13:02
14958	1t2kC	1iytA	1htmDF	-11.263	2023-08-04 20:13:02
14959	1t2kC	1iytA	1qo0DE	-27.606	2023-08-04 20:13:02
14960	1t2kC	1iytA	2azeAB	-9.329	2023-08-04 20:13:02
14961	1t2kC	1iytA	2d8dAB	-11.471	2023-08-04 20:13:02
14962	1t2kC	1iytA	2ieqAC	-16.982	2023-08-04 20:13:02
14963	1t2kC	1iytA	3ckyAD	-13.176	2023-08-04 20:13:02
14964	1t2kC	1iytA	3m65AB	-15.435	2023-08-04 20:13:02
14965	1t2kC	2llmA	1dkgAB	-16.991	2023-08-04 20:13:02
14966	1t2kC	2llmA	1eboDF	-22.975	2023-08-04 20:13:02
14967	1t2kC	2llmA	1i8dBC	-18.879	2023-08-04 20:13:02
14968	1t2kC	2llmA	1k1fCD	-16.503	2023-08-04 20:13:02
14969	1t2kC	2llmA	1ojhCD	-7.793	2023-08-04 20:13:02
14970	1t2kC	2llmA	1q08AB	-18.618	2023-08-04 20:13:02
14971	1t2kC	2llmA	1qbzAB	-12.486	2023-08-04 20:13:02
14972	1t2kC	2llmA	1qo0DE	-13.877	2023-08-04 20:13:02
14973	1t2kC	2llmA	1xouAB	-19.911	2023-08-04 20:13:02
14974	1t2kC	2llmA	1ykdAB	-15.558	2023-08-04 20:13:02
14975	1t2kC	2llmA	2c5jAB	-20.851	2023-08-04 20:13:02
14976	1t2kC	2llmA	2c9nYZ	-15.317	2023-08-04 20:13:02
14977	1t2kC	2llmA	2db4AB	-13.723	2023-08-04 20:13:02
14978	1t2kC	2llmA	2eqbBC	-18.639	2023-08-04 20:13:02
14979	1t2kC	2llmA	2felFG	-12.194	2023-08-04 20:13:02
14980	1t2kC	2llmA	2ftkAB	-20.875	2023-08-04 20:13:02
14981	1t2kC	2llmA	2gyqAB	-15.948	2023-08-04 20:13:02
14982	1t2kC	2llmA	2h6cAB	-7.763	2023-08-04 20:13:02
14983	1t2kC	2llmA	2iw5AB	-13.339	2023-08-04 20:13:02
14984	1t2kC	2llmA	2qa7CD	-15.381	2023-08-04 20:13:02
14985	1t2kC	2llmA	2raxEF	-13.997	2023-08-04 20:13:02
14986	1t2kC	2llmA	2wr0BC	-12.195	2023-08-04 20:13:02
14987	1t2kC	2llmA	3atpAB	-16.729	2023-08-04 20:13:02
14988	1t2kC	2llmA	3breAB	-23.035	2023-08-04 20:13:02
14989	1t2kC	2llmA	3ckyAD	-21.35	2023-08-04 20:13:02
14990	1t2kC	2llmA	3eq2AB	-17.691	2023-08-04 20:13:02
14991	1t2kC	2llmA	3f6nAD	-25.451	2023-08-04 20:13:02
14992	1t2kC	2llmA	3ii6CD	-15.137	2023-08-04 20:13:02
14993	1t2kC	2llmA	3mf0AB	-19.707	2023-08-04 20:13:02
14994	1t2kC	2llmA	3n95AC	-22.109	2023-08-04 20:13:02
14995	1t2kC	2llmA	3r84KL	-16.226	2023-08-04 20:13:02
14996	1t2kC	2llmA	3rkoKN	-11.435	2023-08-04 20:13:02
14997	1t2kC	2llmA	3rwrSW	-27.429	2023-08-04 20:13:02
14998	1t2kC	2llmA	3txqDG	-9.996	2023-08-04 20:13:02
14999	1t2kC	7b5lL	1cfzAE	-5.452	2023-08-04 20:13:02
15000	1t2kC	7b5lL	2rlfBC	-12.76	2023-08-04 20:13:02
15001	2llmA	1t2kC	1dkgAB	-16.32	2023-08-04 20:13:02
15002	2llmA	1t2kC	1q08AB	-20.421	2023-08-04 20:13:02
15003	2llmA	1t2kC	1sqbCD	-25.52	2023-08-04 20:13:02
15004	2llmA	1t2kC	1vp7EF	-15.399	2023-08-04 20:13:02
15005	2llmA	1t2kC	1y4mAB	-17.549	2023-08-04 20:13:02
15006	2llmA	1t2kC	2azeAB	-26.216	2023-08-04 20:13:02
15007	2llmA	1t2kC	2c9nYZ	-20.484	2023-08-04 20:13:02
15008	2llmA	1t2kC	2d8dAB	-8.858	2023-08-04 20:13:02
15009	2llmA	1t2kC	2felFG	-12.289	2023-08-04 20:13:02
15010	2llmA	1t2kC	2ftkAB	-15.538	2023-08-04 20:13:02
15011	2llmA	1t2kC	2hpcGH	-13.328	2023-08-04 20:13:02
15012	2llmA	1t2kC	2jcdAB	-24.329	2023-08-04 20:13:02
15013	2llmA	1t2kC	2pjwHV	-15.712	2023-08-04 20:13:02
15014	2llmA	1t2kC	2w4912	-24.121	2023-08-04 20:13:02
15015	2llmA	1t2kC	3atpAB	-19.157	2023-08-04 20:13:02
15016	2llmA	1t2kC	3dkwAB	-25.888	2023-08-04 20:13:02
15017	2llmA	1t2kC	3e08FG	-20.479	2023-08-04 20:13:02
15018	2llmA	1t2kC	3emoAC	-24.674	2023-08-04 20:13:02
15019	2llmA	1t2kC	3ezqAC	-25.298	2023-08-04 20:13:02
15020	2llmA	1t2kC	3f6nAD	-13.709	2023-08-04 20:13:02
15021	2llmA	1t2kC	3h3mAB	-23.87	2023-08-04 20:13:02
15022	2llmA	1t2kC	3h6pBC	-10.753	2023-08-04 20:13:02
15023	2llmA	1t2kC	3ii6CD	-11.118	2023-08-04 20:13:02
15024	2llmA	1t2kC	3mq9AB	-12.382	2023-08-04 20:13:02
15025	2llmA	1t2kC	3p8cDE	-15.707	2023-08-04 20:13:02
15026	2llmA	1t2kC	3rgbFG	-19.7	2023-08-04 20:13:02
15027	2llmA	1t2kC	3txqDG	-9.364	2023-08-04 20:13:02
15028	2llmA	1t2kC	3ubeHL	-9.52	2023-08-04 20:13:02
15029	2llmA	1t2kC	3zrxAB	-21.016	2023-08-04 20:13:02
15030	1ba4A	1t2kC	3f1iHS	-16.453	2023-08-04 20:13:02
15031	1iytA	1t2kC	2f66DF	-19.342	2023-08-04 20:13:02
15032	1iytA	1t2kC	3atpAB	-20.772	2023-08-04 20:13:02
15033	1iytA	1t2kC	3ckyAD	-11.042	2023-08-04 20:13:02
15034	1iytA	1t2kC	3m65AB	-17.833	2023-08-04 20:13:02
15035	1iytA	1t2kC	3rgbFG	-6.122	2023-08-04 20:13:02
15036	4rwsA	7x5eB	2oszAC	-19.571	2023-08-04 20:13:02
15037	4rwsA	7x5fF	3ph0AC	-17.116	2023-08-04 20:13:02
15038	3oduA	7o7bA	1jm0BE	-14.184	2023-08-04 20:13:02
15039	3oduA	7x5eB	1jm0BE	-9.838	2023-08-04 20:13:02
15040	3oduA	7x5eB	2g18AJ	-15.333	2023-08-04 20:13:02
15041	3oduA	7x5eB	3onxAB	-11.352	2023-08-04 20:13:02
15042	3oduA	7x5fF	1jm0BE	-12.298	2023-08-04 20:13:02
15043	3oduA	7x5fF	2pqqAD	-19.105	2023-08-04 20:13:02
15044	3oduA	7x5fF	2yqyAB	-5.423	2023-08-04 20:13:02
15045	3oduB	7o7bA	1jm0BE	-19.894	2023-08-04 20:13:02
15046	3oduB	7x5eB	1jm0BE	-5.643	2023-08-04 20:13:02
15047	3oduB	7x5fF	1jm0BE	-16.764	2023-08-04 20:13:02
15048	3oduB	7x5fF	2e7sST	-18.328	2023-08-04 20:13:02
15049	3oe0A	7o7bA	2zdiBC	-14.955	2023-08-04 20:13:02
15050	3oe0A	7x5eB	1skvAB	-31.116	2023-08-04 20:13:02
15051	3oe0A	7x5eB	3h2uAC	-20.393	2023-08-04 20:13:02
15052	3oe0A	7x5fF	1s1cXY	-12.73	2023-08-04 20:13:02
15053	3oe0A	7x5fF	3bq8AB	-22.66	2023-08-04 20:13:02
15054	3oe0A	7x5fF	3ph0AC	-12.477	2023-08-04 20:13:02
15055	3oe8A	7o7bA	1jm0BE	-11.934	2023-08-04 20:13:02
15056	3oe8A	7o7bA	2zdiBC	-11.053	2023-08-04 20:13:02
15057	3oe8A	7x5eB	1jm0BE	-14.468	2023-08-04 20:13:02
15058	3oe8A	7x5eB	3rylAB	-15.079	2023-08-04 20:13:02
15059	3oe8A	7x5fF	1jm0BE	-9.652	2023-08-04 20:13:02
15060	3oe8A	7x5fF	3ph0AC	-7.864	2023-08-04 20:13:02
15061	3oe8A	7x5fF	3tsiAB	-13.213	2023-08-04 20:13:02
15062	3oe8B	7o7bA	1jm0BE	-12.673	2023-08-04 20:13:02
15063	3oe8B	7x5eB	1g2yAC	-10.159	2023-08-04 20:13:02
15064	3oe8B	7x5eB	1htmDF	-21.737	2023-08-04 20:13:02
15065	3oe8B	7x5eB	1jm0BE	-5.909	2023-08-04 20:13:02
15066	3oe8B	7x5eB	1m57IJ	-15.065	2023-08-04 20:13:02
15067	3oe8B	7x5eB	2d4uAB	-18.783	2023-08-04 20:13:02
15068	3oe8B	7x5fF	1jm0BE	-10.454	2023-08-04 20:13:02
15069	3oe8B	7x5fF	2ejqAB	-13.078	2023-08-04 20:13:02
15070	3oe8B	7x5fF	2pqqAD	-10.27	2023-08-04 20:13:02
15071	3oe8B	7x5fF	3bq8AB	-22.133	2023-08-04 20:13:02
15072	3oe8B	7x5fF	3kawGH	-21.244	2023-08-04 20:13:02
15073	3oe8C	7o7bA	1jm0BE	-15.817	2023-08-04 20:13:02
15074	3oe8C	7x5eB	1jm0BE	-10.876	2023-08-04 20:13:02
15075	3oe8C	7x5eB	3breAB	-14.657	2023-08-04 20:13:02
15076	3oe8C	7x5eB	3rylAB	-11.923	2023-08-04 20:13:02
15077	3oe8C	7x5fF	1jm0BE	-8.05	2023-08-04 20:13:02
15078	3oe8C	7x5fF	2humAB	-16.441	2023-08-04 20:13:02
15079	3oe8C	7x5fF	3bq8AB	-20.138	2023-08-04 20:13:02
15080	3oe8C	7x5fF	3breAB	-10.996	2023-08-04 20:13:02
15081	3oe8C	7x5fF	3tsiAB	-12.937	2023-08-04 20:13:02
15082	3d0eA	1kswA	1p4oAB	-7.665	2023-08-04 20:10:02
15083	3d0eA	1kswA	2bdfAB	-8.665	2023-08-04 20:10:02
15084	3d0eA	1y57A	1yrpAB	-9.164	2023-08-04 20:10:02
15085	3d0eA	1y57A	2bdfAB	-9.1	2023-08-04 20:10:02
15086	3d0eA	1y57A	2fb8AB	-14.323	2023-08-04 20:10:02
15087	3d0eA	1y57A	3p86AB	-12.614	2023-08-04 20:10:02
15088	7w7zA	1c9qA	1g73AC	-9.539	2023-08-04 20:10:02
15089	7w7zA	1g73D	1g73AC	-9.518	2023-08-04 20:10:02
15090	7w7zA	1i3oE	1g73AC	-7.361	2023-08-04 20:10:02
15091	8a8mA	6xnkA	2avuEF	-10.958	2023-08-04 20:10:02
15092	1gzkA	1kswA	1m7nAB	-10.431	2023-08-04 20:10:02
15093	1gzkA	1kswA	1p4oAB	-11.246	2023-08-04 20:10:02
15094	1gzkA	1kswA	2hw6AB	-5.564	2023-08-04 20:10:02
15095	1gzkA	1y57A	2fb8AB	-10.601	2023-08-04 20:10:02
15096	1gzkA	1y57A	2hw6AB	-9.127	2023-08-04 20:10:02
15097	1gzkA	1y57A	3a60AB	-5.119	2023-08-04 20:10:02
15098	1gzkA	1y57A	3dakAD	-7.987	2023-08-04 20:10:02
15099	1gzkA	1y57A	3p86AB	-16.323	2023-08-04 20:10:02
15100	1kswA	1gzkA	1p4oAB	-12.724	2023-08-04 20:10:02
15101	1kswA	1gzkA	2bmcEF	-8.995	2023-08-04 20:10:02
15102	1kswA	1gzkA	2hw6AB	-9.112	2023-08-04 20:10:02
15103	1kswA	1gzkA	2jamAB	-11.257	2023-08-04 20:10:02
15104	1kswA	1gzkA	3a60AB	-6.752	2023-08-04 20:10:02
15105	1kswA	1gzkA	3dakAD	-11.432	2023-08-04 20:10:02
15106	1kswA	3d0eA	3a60AB	-8.819	2023-08-04 20:10:02
15107	1kswA	3d0eA	3dakAD	-10.717	2023-08-04 20:10:02
15108	1y57A	1gzkA	1mruAB	-8.572	2023-08-04 20:10:02
15109	1y57A	1gzkA	1yrpAB	-16.379	2023-08-04 20:10:02
15110	1y57A	1gzkA	2hw6AB	-6.137	2023-08-04 20:10:02
15111	1y57A	1gzkA	3c4eBC	-6.053	2023-08-04 20:10:02
15112	1y57A	1gzkA	3eo6AB	-5.378	2023-08-04 20:10:02
15113	1y57A	1gzkA	3p86AB	-23.314	2023-08-04 20:10:02
15114	1y57A	3d0eA	1mruAB	-10.335	2023-08-04 20:10:02
15115	1y57A	3d0eA	1yrpAB	-11.928	2023-08-04 20:10:02
15116	1y57A	3d0eA	2jivAB	-6.778	2023-08-04 20:10:02
15117	1y57A	3d0eA	3p86AB	-9.727	2023-08-04 20:10:02
15118	1t2kC	2fszB	1u5uAB	-6.402	2023-08-04 20:01:12
15119	1t2kC	2fszB	2y79AB	-10.908	2023-08-04 20:01:12
15120	1t2kC	2fszB	3ezqAC	-10.349	2023-08-04 20:01:12
15121	1t2kC	3ollA	1u5uAB	-15.458	2023-08-04 20:01:12
15122	1t2kC	3ollA	2dw7FG	-15.114	2023-08-04 20:01:12
15123	1t2kC	3ollA	2ib0AB	-13.128	2023-08-04 20:01:12
15124	1t2kC	3ollA	2jd7CY	-15.591	2023-08-04 20:01:12
15125	1t2kC	3ollA	2r5uDE	-10.824	2023-08-04 20:01:12
15126	1t2kC	3ollA	2y79AB	-11.555	2023-08-04 20:01:12
15127	1t2kC	3ollA	3a3yAG	-10.119	2023-08-04 20:01:12
15128	1t2kC	3ollA	3ezqAC	-8.491	2023-08-04 20:01:12
15129	1kswA	2zoqA	1p4oAB	-6.825	2023-08-04 20:01:12
15130	1kswA	2zoqA	2j90AB	-9.893	2023-08-04 20:01:12
15131	2fszB	1t2kC	2ozbBE	-5.415	2023-08-04 20:01:12
15132	2fszB	1t2kC	3bq8AB	-9.13	2023-08-04 20:01:12
15133	2fszB	1t2kC	3ezqAC	-17.858	2023-08-04 20:01:12
15134	2zoqA	1kswA	2j90AB	-11.216	2023-08-04 20:01:12
15135	2zoqA	1kswA	3kulAB	-9.775	2023-08-04 20:01:12
15136	2zoqA	1y57A	2h34AB	-10.67	2023-08-04 20:01:12
15137	2zoqA	1y57A	3kulAB	-14.966	2023-08-04 20:01:12
15138	2zoqA	6c4sA	2bujAB	-8.715	2023-08-04 20:01:12
15139	3oe0A	2lgcA	2z3rGK	-15.104	2023-08-04 20:01:12
15140	3oe8C	8a8mA	3k60AB	-15.577	2023-08-04 20:01:12
15141	3ollA	1t2kC	1u5uAB	-11.855	2023-08-04 20:01:12
15142	3ollA	1t2kC	2g3kDE	-5.738	2023-08-04 20:01:12
15143	3ollA	1t2kC	2odmAB	-7.376	2023-08-04 20:01:12
15144	3ollA	1t2kC	2ozbBE	-6.939	2023-08-04 20:01:12
15145	3ollA	1t2kC	3eqxAB	-11.375	2023-08-04 20:01:12
15146	4kikB	7lvsF	3evyAB	-15.219	2023-08-04 20:01:12
15147	4zdrA	7p8wA	2dsyCD	-11.425	2023-08-04 20:01:12
15148	7bwnD	1iknD	1awcAB	-16.539	2023-08-04 20:01:12
15149	7p8wA	7bwnD	1oedAE	-9.689	2023-08-04 19:59:45
15150	7p8wA	7bwnD	1yaxCD	-6.178	2023-08-04 19:59:45
15151	7p8wA	7bwnD	2a6sAB	-6.1	2023-08-04 19:59:45
15152	2f1xB	5w21C	2x89DE	-5.702	2023-08-04 19:59:45
15153	1olgA	3krjA	1favAC	-12.142	2023-08-04 19:59:45
15154	1olgA	3kxxA	2rlfAB	-7.068	2023-08-04 19:59:45
15155	1olgA	5w21C	3cfiAB	-16.901	2023-08-04 19:59:45
15156	3q05B	3ojvC	1gpoLM	-16.464	2023-08-04 19:59:45
15157	3q05B	5w21C	3cfiAB	-10.472	2023-08-04 19:59:45
15158	4rwkA	1olgA	2e7iAB	-7.82	2023-08-04 19:59:45
15159	4rwkA	3q01A	3pyyAB	-6.313	2023-08-04 19:59:45
15160	4rwkA	3q01B	2x4hBC	-7.983	2023-08-04 19:59:45
15161	4rwkA	3q05B	3pyyAB	-14.857	2023-08-04 19:59:45
15162	4rwkA	5hp0A	2e7iAB	-14.846	2023-08-04 19:59:45
15163	4rwkA	5hp0A	2vzcAB	-17.109	2023-08-04 19:59:45
15164	4rwkA	5hpdA	2vzcAB	-11.087	2023-08-04 19:59:45
15165	5w21C	3q01A	1q8mAB	-10.679	2023-08-04 19:59:45
15166	5w21C	3q01B	1q8mAB	-14.699	2023-08-04 19:59:45
15167	5w21C	3q05A	1q8mAB	-11.401	2023-08-04 19:59:45
15168	3krjA	1olgA	2oieAD	-8.625	2023-08-04 19:59:45
15169	3krjA	3q01A	3pyyAB	-14.331	2023-08-04 19:59:45
15170	3krjA	3q01B	3pyyAB	-11.589	2023-08-04 19:59:45
15171	3kxxA	1olgA	3fflBD	-12.18	2023-08-04 19:59:45
15172	3kxxA	3q01A	3fflBD	-17.198	2023-08-04 19:59:45
15173	3kxxA	3q01A	3pyyAB	-6.292	2023-08-04 19:59:45
15174	3kxxA	3q01B	1dchFH	-8.862	2023-08-04 19:59:45
15175	3kxxA	3q01B	2x4hBC	-5.67	2023-08-04 19:59:45
15176	3kxxA	3q01B	3fflBD	-17.828	2023-08-04 19:59:45
15177	3kxxA	3q05B	3fflBD	-15.925	2023-08-04 19:59:45
15178	3kxxA	3q05B	3pyyAB	-15.09	2023-08-04 19:59:45
15179	3kxxA	5houA	3fflBD	-12.985	2023-08-04 19:59:45
15180	3ojvC	3q01A	1q8mAB	-5.807	2023-08-04 19:59:45
15181	3ojvC	3q05A	1q8mAB	-12.916	2023-08-04 19:59:45
15182	3q01A	3krjA	1favAC	-16.868	2023-08-04 19:59:45
15183	3q01A	5w21C	3cfiAB	-6.113	2023-08-04 19:59:45
15184	3q01B	3krjA	1favAC	-17.411	2023-08-04 19:59:45
15185	3q01B	4rwkA	2v34AB	-15.393	2023-08-04 19:59:45
15186	3q01B	5w21C	3cfiAB	-10.294	2023-08-04 19:59:45
15187	3q05A	3ojvC	1gpoLM	-9.833	2023-08-04 19:59:45
15188	5hpdA	4rwkA	2vzcAB	-10.795	2023-08-04 19:59:45
15189	4e3cA	7x5eB	1ojhCD	-8.46	2023-08-04 19:58:30
15190	4e3cA	7x5eB	2cpgBC	-13.529	2023-08-04 19:58:30
15191	4e3cA	7x5fF	1ztdAB	-18.694	2023-08-04 19:58:30
15192	4e3cA	7x5fF	2v8sEV	-15.538	2023-08-04 19:58:30
15193	4e3cA	7x5fF	2yqyAB	-5.323	2023-08-04 19:58:30
15194	4e3cA	7x5fF	3l7lCD	-26.564	2023-08-04 19:58:30
15195	4e3cA	7x5fF	3ph0AC	-14.32	2023-08-04 19:58:30
15196	4e3cB	7x5eB	2c5jAB	-9.122	2023-08-04 19:58:30
15197	4e3cB	7x5eB	2d4uAB	-23.203	2023-08-04 19:58:30
15198	4e3cB	7x5eB	2g18AJ	-9.324	2023-08-04 19:58:30
15199	4e3cB	7x5eB	3r45AC	-8.508	2023-08-04 19:58:30
15200	4e3cB	7x5fF	1ztdAB	-8.893	2023-08-04 19:58:30
15201	4e3cB	7x5fF	2v8sEV	-7.52	2023-08-04 19:58:30
15202	4e3cB	7x5fF	3kypEF	-7.665	2023-08-04 19:58:30
15203	4e3cB	7x5fF	3l7lCD	-8.9	2023-08-04 19:58:30
15204	4e3cB	7x5fF	3r45AC	-22.19	2023-08-04 19:58:30
15205	4e3cF	7x5eB	2c5jAB	-6.772	2023-08-04 19:58:30
15206	4e3cF	7x5eB	2cpgBC	-8.003	2023-08-04 19:58:30
15207	4e3cF	7x5eB	2d4uAB	-12.708	2023-08-04 19:58:30
15208	4e3cF	7x5eB	2g18AJ	-7.72	2023-08-04 19:58:30
